0,-0.056341463
0.035714286,-0.056195122
0.071428571,-0.05604878
0.107142857,-0.055902439
0.142857143,-0.055756098
0.178571429,-0.055609756
0.214285714,-0.055463415
0.25,-0.055317073
0.285714286,-0.055170732
0.321428571,-0.05502439
0.357142857,-0.054878049
0.392857143,-0.054731707
0.428571429,-0.054585366
0.464285714,-0.054439024
0.5,-0.054292683
0.535714286,-0.054146341
0.571428571,-0.054146341
0.607142857,-0.054146341
0.642857143,-0.054146341
0.678571429,-0.054146341
0.714285714,-0.054146341
0.75,-0.054146341
0.785714286,-0.054146341
0.821428571,-0.054146341
0.857142857,-0.054146341
0.892857143,-0.054146341
0.928571429,-0.054146341
0.964285714,-0.054146341
1,-0.054146341
1.035714286,-0.054146341
1.071428571,-0.054146341
1.107142857,-0.054
1.142857143,-0.053853659
1.178571429,-0.053634146
1.214285714,-0.053414634
1.25,-0.053195122
1.285714286,-0.05297561
1.321428571,-0.052756098
1.357142857,-0.052536585
1.392857143,-0.052317073
1.428571429,-0.052097561
1.464285714,-0.05195122
1.5,-0.051219512
1.535714286,-0.049756098
1.571428571,-0.047560976
1.607142857,-0.044634146
1.642857143,-0.039512195
1.678571429,-0.03
1.714285714,-0.021219512
1.75,-0.008780488
1.785714286,-0.001463415
1.821428571,0.005121951
1.857142857,0.01097561
1.892857143,0.016097561
1.928571429,0.017341463
1.964285714,0.017926829
2,0.017195122
2.035714286,0.015731707
2.071428571,0.013902439
2.107142857,0.011707317
2.142857143,0.008780488
2.178571429,0.006219512
2.214285714,0.003658537
2.25,0.000365854
2.285714286,-0.003658537
2.321428571,-0.007317073
2.357142857,-0.01097561
2.392857143,-0.013902439
2.428571429,-0.017560976
2.464285714,-0.021219512
2.5,-0.024878049
2.535714286,-0.028536585
2.571428571,-0.032195122
2.607142857,-0.035853659
2.642857143,-0.039146341
2.678571429,-0.042804878
2.714285714,-0.044634146
2.75,-0.046829268
2.785714286,-0.04902439
2.821428571,-0.050487805
2.857142857,-0.05195122
2.892857143,-0.052682927
2.928571429,-0.053414634
2.964285714,-0.054146341
3,-0.054878049
3.035714286,-0.055243902
3.071428571,-0.055609756
3.107142857,-0.05597561
3.142857143,-0.056341463
3.178571429,-0.056487805
3.214285714,-0.056707317
3.25,-0.056780488
3.285714286,-0.056853659
3.321428571,-0.056926829
3.357142857,-0.057
3.392857143,-0.057073171
3.428571429,-0.057073171
3.464285714,-0.057073171
3.5,-0.057073171
3.535714286,-0.057073171
3.571428571,-0.057073171
3.607142857,-0.057219512
3.642857143,-0.057365854
3.678571429,-0.057512195
3.714285714,-0.057658537
3.75,-0.057804878
3.785714286,-0.057731707
3.821428571,-0.057658537
3.857142857,-0.057585366
3.892857143,-0.057512195
3.928571429,-0.057439024
3.964285714,-0.057365854
4,-0.057292683
4.035714286,-0.057219512
4.071428571,-0.057146341
4.107142857,-0.057073171
4.142857143,-0.057
4.178571429,-0.056926829
4.214285714,-0.056853659
4.25,-0.056780488
4.285714286,-0.056707317
4.321428571,-0.056634146
4.357142857,-0.056560976
4.392857143,-0.056487805
4.428571429,-0.056414634
